MIT,mit.edu,Computer Science,6.1,Introduction to Programming and Computer Science (New),"Develops foundational skills in programming and in computational modeling. Covers widely used programming concepts in Python, including mutability, function objects, and object-oriented programming. Introduces algorithmic complexity and some common libraries. Throughout, demonstrates using computation to help understand real-world phenomena; topics include optimization problems, building simulations, and statistical modeling. Intended for students with at least some prior exposure to programming. Students with no programming experience are encouraged to take 6.100A and 6.100B (or 16.C20[J] ) over two terms.",3-0-9,undergraduate,https://catalog.mit.edu/subjects/6/,"Python, Computational Modeling, Mutability, Function Objects, Object-Oriented Programming, Algorithmic Complexity, Optimization, Simulation, Statistical Modeling"
MIT,mit.edu,Computer Science,6.100A,Introduction to Computer Science Programming in Python,"Introduction to computer science and programming. Students develop skills to program and use computational techniques to solve problems. Topics include: the notion of computation, Python, simple algorithms and data structures, object-oriented programming, testing and debugging, and algorithmic complexity. Lectures are viewed outside of class; in-class time is dedicated to problem-solving and discussion. Combination of 6.100A and 6.100B (or 16.C20[J] ) counts as REST subject.",2-0-4,undergraduate,https://catalog.mit.edu/subjects/6/,"Python, Computational Thinking, Algorithms, Data Structures, Object-Oriented Programming, Software Testing, Debugging, Algorithmic Complexity"
MIT,mit.edu,Computer Science,6.100B,Introduction to Computational Thinking and Data Science,"Provides an introduction to using computation to build models that can be used to help understand real-world phenomena. Topics include optimization problems, simulation models, and statistical models. Requires experience programming in Python as a prerequisite. Combination of 6.100A and 6.100B counts as REST subject.",2-0-4,undergraduate,https://catalog.mit.edu/subjects/6/,"Python, Optimization, Simulation, Statistical Modeling"
MIT,mit.edu,Computer Science,6.100L,Introduction to Computer Science and Programming,"Introduction to computer science and programming for students with no programming experience. Presents content taught in 6.100A over an entire semester. Students develop skills to program and use computational techniques to solve problems. Topics include the notion of computation, Python, simple algorithms and data structures, testing and debugging, and algorithmic complexity. Lectures are viewed outside of class; in-class time is dedicated to problem-solving and discussion. Combination of 6.100L and 6.100B or 16.C20[J] counts as REST subject.",2-0-4,undergraduate,https://catalog.mit.edu/subjects/6/,"Python, Algorithms, Data Structures, Testing, Debugging, Algorithmic Complexity, Computational Techniques, Problem Solving, Computer Science"
MIT,mit.edu,Computer Science,6.101,Fundamentals of Programming,"Introduces fundamental concepts of programming. Designed to develop skills in applying basic methods from programming languages to abstract problems. Topics include programming and Python basics, computational concepts, software engineering, algorithmic techniques, data types, and recursion. Lab component consists of software design, construction, and implementation of design. Enrollment may be limited.",2/4/2006,undergraduate,https://catalog.mit.edu/subjects/6/,"Python, Software Engineering, Algorithmic Techniques, Data Types, Recursion, Software Design, Software Construction, Software Implementation"
MIT,mit.edu,Computer Science,6.102,Software Construction,"Introduces fundamental principles and techniques of software development: how to write software that is safe from bugs, easy to understand, and ready for change. Topics include specifications and invariants; testing, test-case generation, and coverage; abstract data types and representation independence; design patterns for object-oriented programming; concurrent programming, including message passing and shared memory concurrency, and defending against races and deadlock; and functional programming with immutable data and higher-order functions. Includes weekly programming exercises and larger group programming projects.",3-0-12,undergraduate,https://catalog.mit.edu/subjects/6/,"Software Design Principles, Formal Specifications, Invariants, Software Testing, Test-Case Generation, Code Coverage, Abstract Data Types, Representation Independence, Design Patterns, Object-Oriented Programming, Concurrent Programming, Message Passing, Shared Memory Concurrency, Race Condition Defense, Deadlock Prevention, Functional Programming, Immutable Data, Higher-Order Functions"
MIT,mit.edu,Computer Science,6.104,Software Design,"Provides design-focused instruction on how to build complex software applications. Design topics include classic human-computer interaction (HCI) design tactics (need finding, heuristic evaluation, prototyping, user testing), conceptual design (inventing, modeling and evaluating constituent concepts), social and ethical implications, abstract data modeling, and visual design. Implementation topics include reactive front-ends, web services, and databases. Students work both on individual projects and a larger team project in which they design and build full-stack web applications.",4-0-11,undergraduate,https://catalog.mit.edu/subjects/6/,"Human-Computer Interaction (HCI), Need Finding, Heuristic Evaluation, Prototyping, User Testing, Conceptual Design, Inventing, Modeling, Evaluating Concepts, Social and Ethical Implications, Abstract Data Modeling, Visual Design, Reactive Front-Ends, Web Services, Databases, Full-Stack Web Application Development"
MIT,mit.edu,Computer Science,6.106,Software Performance Engineering,"Project-based introduction to building efficient, high-performance and scalable software systems. Topics include performance analysis, algorithmic techniques for high performance, instruction-level optimizations, vectorization, cache and memory hierarchy optimization, and parallel programming.",3/12/2003,undergraduate,https://catalog.mit.edu/subjects/6/,"Performance Analysis, Algorithmic Techniques for High Performance, Instruction-Level Optimization, Vectorization, Cache Optimization, Memory Hierarchy Optimization, Parallel Programming"
MIT,mit.edu,Computer Science,6.5081,Multicore Programming,"Introduces principles and core techniques for programming multicore machines. Topics include locking, scalability, concurrent data structures, multiprocessor scheduling, load balancing, and state-of-the-art synchronization techniques, such as transactional memory. Includes sequence of programming assignments on a large multicore machine, culminating with the design of a highly concurrent application. Students taking graduate version complete additional assignments.",4-0-8,undergraduate,https://catalog.mit.edu/subjects/6/,"Multicore Programming, Concurrent Programming, Locking, Scalability, Concurrent Data Structures, Multiprocessor Scheduling, Load Balancing, Synchronization Techniques, Transactional Memory, Application Design"
MIT,mit.edu,Computer Science,6.112,Dynamic Computer Language Engineering,"Studies the design and implementation of modern, dynamic programming languages. Topics include fundamental approaches for parsing, semantics and interpretation, virtual machines, garbage collection, just-in-time machine code generation, and optimization. Includes a semester-long, group project that delivers a virtual machine that spans all of these topics.",4/4/2004,undergraduate,https://catalog.mit.edu/subjects/6/,"Programming Language Design, Parsing, Semantics, Interpretation, Virtual Machines, Garbage Collection, Just-in-Time (JIT) Compilation, Machine Code Generation, Optimization, Software Engineering, Group Project Management"
MIT,mit.edu,Computer Science,6.1200[J],Mathematics for Computer Science,"Elementary discrete mathematics for science and engineering, with a focus on mathematical tools and proof techniques useful in computer science. Topics include logical notation, sets, relations, elementary graph theory, state machines and invariants, induction and proofs by contradiction, recurrences, asymptotic notation, elementary analysis of algorithms, elementary number theory and cryptography, permutations and combinations, counting tools, and discrete probability.",5-0-7,undergraduate,https://catalog.mit.edu/subjects/6/,"Logical notation, Set theory, Relations, Graph theory, State machines, Invariants, Mathematical induction, Proof by contradiction, Recurrence relations, Asymptotic notation, Algorithm analysis, Number theory, Cryptography, Permutations, Combinations, Counting principles, Discrete probability"
MIT,mit.edu,Computer Science,6.120A,Discrete Mathematics and Proof for Computer Science,"Subset of elementary discrete mathematics for science and engineering useful in computer science. Topics may include logical notation, sets, done relations, elementary graph theory, state machines and invariants, induction and proofs by contradiction, recurrences, asymptotic notation, elementary analysis of algorithms, elementary number theory and cryptography, permutations and combinations, counting tools.",3-0-3,undergraduate,https://catalog.mit.edu/subjects/6/,"logical notation, sets, relations, graph theory, state machines, invariants, induction, proofs by contradiction, recurrences, asymptotic notation, analysis of algorithms, number theory, cryptography, permutations, combinations, counting tools"
MIT,mit.edu,Computer Science,6.121,Introduction to Algorithms,"Introduction to mathematical modeling of computational problems, as well as common algorithms, algorithmic paradigms, and data structures used to solve these problems. Emphasizes the relationship between algorithms and programming, and introduces basic performance measures and analysis techniques for these problems. Enrollment may be limited.",5-0-7,undergraduate,https://catalog.mit.edu/subjects/6/,"Mathematical Modeling, Algorithms, Algorithmic Paradigms, Data Structures, Performance Analysis, Computational Complexity, Algorithm Analysis"
