job_id,source,country,url,job_title,parsed_title,company,location,posted_date,seniority,min_years_exp,employment_type,remote_status,salary_min_annual,salary_max_annual,hard_skills,soft_skills,education,job_category
4408627140,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4408627140,Software Engineer (Junior-Middle),Software Engineer,Base.vn,Hanoi Capital Region,2026-05-04,junior,,full-time,onsite,,,"PHP, JavaScript, REST APIs, MySQL, HTML5, CSS3, jQuery, AJAX, JSON, Algorithms, Data Structures, Frontend, Backend, system design, performance optimization, code review","ownership, problem-solving, user empathy, initiative, continuous learning, growth mindset, product mindset, system thinking",unknown,software-eng
4407293994,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4407293994,Fresher .NET Software Engineer,.NET Software Engineer,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-05-03,junior,0.0,full-time,onsite,,,".NET, ASP.NET Core, C#, HTML, CSS, JavaScript, RESTful APIs, SQL, SQL Server, NoSQL, Entity Framework, LINQ, ORM, OOP, data structures, algorithms, unit testing, debugging, Git, Scrum, DevOps, web application development","self-learning, initiative, growth mindset, analytical skills, problem-solving, autonomy, collaboration",bachelor,software-eng
4406157294,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4406157294,Embedded Software Engineer,Embedded Software Engineer,The Value Maximizer,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-04-24,mid,3.0,full-time,onsite,,,"C, C++, Python, C#, embedded software development, microcontroller architecture, device drivers, RTOS, CAN, LIN, Ethernet, Base Software (BSW), software requirement engineering, software integration, unit testing, component testing, integration testing, debugging, technical reviews","mentorship, communication, results-oriented, attention to detail, strategic thinking",bachelor,software-eng
4407292955,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4407292955,Fresher Java Software Engineer [ODH - May 2026],Java Software Engineer,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-05-03,junior,0.0,full-time,onsite,,,"Java, J2EE, ReactJS, Angular, object-oriented design principles, design patterns, unit testing, Scrum, web-based applications","self-learning, initiative, growth mindset, analytical skills, problem-solving, autonomy, collaboration",bachelor,software-eng
4397797041,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4397797041,Software Engineer,Software Engineer,The Value Maximizer,Vietnam,2026-04-06,senior,5.0,full-time,hybrid,,,"Java, Python, C++, Agile, Waterfall, object-oriented programming principles, MySQL, PostgreSQL, relational databases, Git, version control, AWS, Azure, GCP, Docker, Kubernetes, code review, debugging","collaboration, mentorship, communication, feedback, work ethic, attention to detail, problem-solving, analytical skills",bachelor,software-eng
4389982096,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4389982096,Software Engineer (Fullstack),Software Engineer (Fullstack),Global Fashion Group,Ho Chi Minh City Metropolitan Area,2026-04-16,mid,3.0,full-time,onsite,,,"Java, PHP, Golang, Python, Spring Boot, React, TypeScript, RESTful APIs, distributed systems, client-server architectures, data structures, algorithms, API design, microservices architecture, testing framework, JVM performance profiling/tuning",collaboration,bachelor,software-eng
4406281889,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4406281889,Software Engineer (C++/Qt),Software Engineer (C++/Qt),Talent Power Vietnam,"Ho Chi Minh City, Vietnam",2026-04-28,mid,3.0,contract,onsite,,,"C++, Qt, QML, Linux, OOP design, UI/UX, HMI, GUI, CGI, OpenGL, Waterfall, Agile","passion, communication",bachelor,software-eng
4406110850,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4406110850,"Middle/ Senior Software Engineer (C#, .NET, SQL, Azure)","Software Engineer (C#, .NET, SQL, Azure)",MiTek Vietnam,Ho Chi Minh City Metropolitan Area,2026-05-04,mid,3.0,full-time,onsite,,,"C#, .NET, SQL, HTML, CSS, JavaScript, TypeScript, React, WPF, Angular, Entity Framework Core, RESTful API Development, MassTransit, RabbitMQ, Azure Service Bus, Azure DevOps, Azure, object-oriented programming, data structures, Scrum, Agile, SDLC, debugging, Web Applications, Desktop Applications","problem-solving, fast learner, communication, collaboration, cross-functional collaboration, mentorship, knowledge sharing, continuous learning, influence",bachelor,software-eng
4408636458,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4408636458,Software Engineer,Software Engineer,Fujitsu,"Qu n Nam T  Li m, Hanoi, Vietnam",2026-05-04,mid,4.0,full-time,onsite,,,"Java, Spring MVC, Spring Boot, Hibernate, HTML, CSS, JavaScript, Vue, React, Angular, ActiveMQ, Kafka, SQL server, PostgreSQL, RDBMS, Cassandra, MongoDB, NoSQL, Linux, UI design, program design, documentation, coding, testing, bug fixing","collaboration, communication, project management, self-awareness, confidence, responsibility, results-oriented, time management",bachelor,software-eng
4408305977,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4408305977,Software Engineer (Multi-Language) | $40/hr Remote,Software Engineer (Multi-Language),Crossing Hurdles,Vietnam,2026-05-02,mid,,contract,remote,31200.0,83200.0,"Python, JavaScript, TypeScript, Go, data structures, algorithms, API integration, code review, debugging, software design, Git, version control, clean code, documentation, coding standards, software development best practices","collaboration, communication, feedback",unknown,software-eng
4376029649,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4376029649,"Mid/Sr Fullstack Software Engineer (.NET, React, C#)","Mid/Sr Fullstack Software Engineer (.NET, React, C#)",MiTek Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-05-04,senior,3.0,full-time,onsite,,,"C#, .NET, React, SQL, WPF, HTML, CSS, JavaScript, TypeScript, object-oriented programming (OOP), data structures, system design, web applications, desktop applications, Agile, Scrum, Kanban, scalability, maintainability, performance optimization, code refactoring, debugging, troubleshooting, SDLC, full-stack development","troubleshooting, problem-solving, quick learning, communication, collaboration, teamwork, cross-functional collaboration, mentoring, leadership, influence",bachelor,software-eng
4408095520,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4408095520,Java Software Engineer,Java Software Engineer,DXC Technology Vietnam,Hanoi Capital Region,2026-04-29,mid,3.0,full-time,onsite,,,"Java, SQL, Oracle SQL, backend development, MIS, regulatory reporting, system design, ETL, data reporting, query optimization, performance optimization, big data processing, data structures, fintech, financial reporting","collaboration, cross-functional collaboration, analytical skills, communication, teamwork, adaptability, problem-solving",bachelor,software-eng
4281770937,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4281770937,Software Engineer Intern - Backend,Software Engineer Intern - Backend,ShopBack,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-04-27,intern,0.0,internship,onsite,,,"SDLC, performance optimization, software development best practices, data structures, algorithms, Java, C/C++, C#, Objective-C, Python, JavaScript, Go, Generative AI","teamwork, collaboration, impact-driven, passion, continuous improvement, growth mindset, problem-solving, communication, resilience, drive, ambition, bias for action, results-oriented, feedback",bachelor,software-eng
4392400153,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4392400153,"Software Engineer, Backend - Paycore","Software Engineer, Backend - Paycore",Grab,Vietnam,2026-04-21,junior,2.0,full-time,onsite,,,"Go, Java, backend development, data pipelines, distributed systems, system design, scalability, SDLC, clean code, code review, documentation, troubleshooting, debugging, observability, on-call support, Generative AI, algorithms, data structures, fintech, payments, financial reconciliation, platform development","innovation, collaboration, quick learning, operational excellence, mentoring, cross-functional collaboration, knowledge sharing, continuous improvement, communication, problem-solving, adaptability",bachelor,software-eng
4408628094,LinkedIn,Vietnam,https://www.linkedin.com/jobs/view/4408628094,(All level) Embedded Software Engineer,Embedded Software Engineer,Ban Vien Corporation,"Ho Chi Minh City, Vietnam",2026-05-04,unknown,,full-time,onsite,,,"C, C++, embedded systems, automotive, requirements analysis, system design, integration, unit testing, debugging, CAN protocol, diagnostics, microcontrollers, sensors, I/O, serial communication, CANoe, CANalyzer, CAPL, AUTOSAR, operating systems, schedulers, real-time operating systems (RTOS), LIN protocol, integration testing, Tessy, RTRT, TPT, white-box testing, black-box testing, test automation, Python, Perl, ECU, LabCar, ISO 14229, ISO 26262, J1939, UDS, INCA, MISRA C, PC-lint, LDRA, PRQA, MATLAB, Simulink, V-model, SDLC, Waterfall, Agile","collaboration, innovation",bachelor,software-eng
