source,search_keyword,job_id,job_title,company,location,posted_date,url,seniority_level,employment_type,job_function,industries,skills,key_points,full_description,country
LinkedIn,software engineer,4408627140,Software Engineer (Junior-Middle),Base.vn,Hanoi Capital Region,2026-05-04,https://www.linkedin.com/jobs/view/4408627140,Entry level,Full-time,Engineering and Information Technology,Software Development,"JavaScript, PHP, MySQL","- centric technology company building software platforms that help businesses operate more efficiently, improve transparency, and make data
- We develop technology products based on three core pillars: Data & Artificial Intelligence (Data & AI), Interaction, and Open Platform.
- From standalone applications to complex systems, Base enables businesses to connect, integrate, and operate all their applications on a unified platform, designed to scale with real
- professionals who understand the problem, design the solution, and take full ownership of the products they build.
- You will be involved in the entire product development lifecycle, including: Understand user and business problems Analyze real user needs and business contexts Answer the core question: Why does this feature need to be built?
- Design product and technical solutions Participate in proposing and discussing: Business logic & Technical solutions aligned with the product context Evaluate trade
- offs between: Code quality; Performance; Scalability Build products as a Fullstack Engineer Develop Frontend, Backend, and related components Ensure: High","ABOUT US Base.vn is a product-centric technology company building software platforms that help businesses operate more efficiently, improve transparency, and make data-driven decisions. We develop technology products based on three core pillars: Data & Artificial Intelligence (Data & AI), Interaction, and Open Platform. From standalone applications to complex systems, Base enables businesses to connect, integrate, and operate all their applications on a unified platform, designed to scale with real-world needs. Our long-term vision is to lead sustainable digital transformation and AI transformation for businesses in Vietnam and global. Today, Base products are trusted by more than 10,000 businesses across diverse industries and scales, meeting high standards for: System reliability; Scalability; Security; User experience We believe that: The best products are built by engineers who truly understand the problem, understand the user, and take full ownership of the value their products deliver. WHAT YOU DO At Base, Full Stack Engineer is more than Frontend & Backend . This is the path for engineers to grow rapidly into Product Engineers - professionals who understand the problem, design the solution, and take full ownership of the products they build. You will be involved in the entire product development lifecycle, including: Understand user and business problems Analyze real user needs and business contexts Answer the core question: Why does this feature need to be built? Design product and technical solutions Participate in proposing and discussing: Business logic & Technical solutions aligned with the product context Evaluate trade-offs between: Code quality; Performance; Scalability Build products as a Fullstack Engineer Develop Frontend, Backend, and related components Ensure: High-quality, maintainable code; Product stability and scalability at production scale Product ownership and responsibility Take ownership of one or more modules or features, including: Monitoring performance; Analyzing usage data; Listening to and responding to user feedback Proactively propose improvements based on data and real-world usage Learn and grow with the team Participate in code reviews and technical discussions Be mentored by experienced Product Engineers and Tech Leads Continuously develop your: Engineering skills; Product mindset; System thinking True Engineers don t just write code. They build products - and grow their careers through the products they build. WHO YOU ARE We re looking for talented Software Engineers to join our team with below traits: Solid knowledge of Algorithms and Data Structures . Strong knowledge and experience in using any programming language (PHP/Javascript is an advantage). Knowledge or experience in using Restful API, MySQL, HTML5, CSS3, Javascript, jQuery, AJAX, JSON. Understanding of performance optimization or experience in real applications in production, serving large amounts of users and data - is an advantage. Product Ow",Vietnam
LinkedIn,software engineer,4407293994,Fresher .NET Software Engineer,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-05-03,https://www.linkedin.com/jobs/view/4407293994,Entry level,Full-time,"Production, Distribution, and Engineering",Software Development and IT Services and IT Consulting,"JavaScript, .NET, SQL, Git, Scrum","- We bring deep expertise in product development and quality assurance, Data & AI
- Our mission is to help customers build what s next accelerating innovation, crafting brilliant solutions, and creating real
- technology Job Description Your key responsibilities: Participate in all software development activities following Scrum process Contribute to the design and implementation of software features or subsystems using .NET technologies.
- year student or recent graduate with a Bachelor's degree in Information Technology, Computer Science, Software Engineering, or a related field, with less than one (01) year of experience.
- Strong IT background with a GPA of 7.5+ (Please attach transcripts when submitting your CV).
- month internship experience in software engineering is required.
- learning ability with a proactive, growth","KMS Technology is a strategic engineering company helping businesses turn bold ideas into high-impact solutions faster. Founded in 2009 as a U.S.-based services company, we ve grown into a global organization with locations in the US, Vietnam, Mexico and Poland. KMS is trusted globally for the quality of our engineering and consulting services. We bring deep expertise in product development and quality assurance, Data & AI-native engineering, and delivery excellence to every engagement. Our mission is to help customers build what s next accelerating innovation, crafting brilliant solutions, and creating real-world impact. At KMS, we believe sustainable growth is built on the success of our clients and employees, and in making a lasting contribution to our communities. More about KMS Technology: Website: https://kms-technology.com LinkedIn: https://www.linkedin.com/company/kms-technology Job Description Your key responsibilities: Participate in all software development activities following Scrum process Contribute to the design and implementation of software features or subsystems using .NET technologies. Write high-quality code to implement software features or fix bugs Perform unit testing, documentation and all other activities defined in Definition of Done before passing source code to Testing team Communicate and report internally or directly to client on status or result of work Qualifications Your key qualifications: General requirements: 4th-year student or recent graduate with a Bachelor's degree in Information Technology, Computer Science, Software Engineering, or a related field, with less than one (01) year of experience. Strong IT background with a GPA of 7.5+ (Please attach transcripts when submitting your CV). Upper-intermediate or higher English proficiency (both written and verbal). Minimum 3-month internship experience in software engineering is required. Strong self-learning ability with a proactive, growth-oriented mindset. Excellent analytical and problem-solving skills. Ability to work independently and collaborate effectively in a team. Technical requirements: Passion for web application development using .NET technologies (e.g., ASP.NET Core, C#). Having knowledge of DevOps is a bonus. Possess strong foundation of OOP, data structures, and algorithms. Familiarity with web technologies such as HTML, CSS, JavaScript, and RESTful APIs. Good knowledge of SQL and relational databases (e.g., SQL Server). NoSQL is a bonus. Experience or familiarity with Entity Framework, LINQ, or similar ORM tools is an advantage. Basic knowledge of unit testing and debugging techniques. Familiarity with source control tools such as Git. Understanding of software development best practices, including code maintainability and scalability. Hands-on experience through university projects or internship assignments related to web development. Nice to have: Experience using AI chat tools (ChatGPT, Claude, Gemini, etc.) for research, debugging, and learn",Vietnam
LinkedIn,software engineer,4406157294,Embedded Software Engineer,The Value Maximizer,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-04-24,https://www.linkedin.com/jobs/view/4406157294,Not Applicable,Full-time,Other,IT Services and IT Consulting,Python,,"Job Description: Analyze, design, develop, and maintain complex embedded software components Perform software requirement engineering (analyzing and validating customer requirements) Perform software integration, configuring and merging modules into a unified build Create and execute unit, component, and integration test cases Utilize debugging tools to troubleshoot complex software defects Mentor junior engineers and contribute to technical reviews  Qualifications: Bachelor's degree or higher in Computer Science, Electrical Engineering, Mechatronics, or related fields 3+ years of professional experience in embedded software development Hands-on experience with microcontroller architecture, device drivers, and RTOS Strong programming skills in C/C++ (Python or C# scripting is a plus) Familiarity with automotive protocols (CAN, LIN, Ethernet) and Base Software (BSW) Advanced Chinese Proficiency: Fluent in technical/business contexts (HSK5 or above) Proficient in English communication Results-driven with a safety-critical mindset and architecture-first approach",Vietnam
LinkedIn,software engineer,4401428920,Software Engineer,Thientu HR,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-04-15,https://www.linkedin.com/jobs/view/4401428920,Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting,,"- oriented and proactive team member to support daily operational, content, research, data, and AI
- You will work closely with the team to maintain organised workflows, ensure timely task execution, and contribute to the smooth delivery of multiple ongoing projects.
- Key Responsibilities Support a variety of project activities, including content preparation, data entry and updating, online research, basic analysis, operations assistance, AI
- Review, organise, and maintain information with a high level of accuracy and attention to detail.
- Skills & Qualifications Excellent written English and strong professional communication skills.
- Ability to manage time effectively, prioritise tasks, and work independently in a remote environment.
- Interest in operations, research, content, customer support, or data","We are seeking a detail-oriented and proactive team member to support daily operational, content, research, data, and AI-related tasks in a fully remote setting. You will work closely with the team to maintain organised workflows, ensure timely task execution, and contribute to the smooth delivery of multiple ongoing projects. Key Responsibilities Support a variety of project activities, including content preparation, data entry and updating, online research, basic analysis, operations assistance, AI-output evaluation, documentation, and task coordination. Review, organise, and maintain information with a high level of accuracy and attention to detail. Communicate clearly with team members through written and verbal channels and provide timely updates on task progress and completion. Skills & Qualifications Excellent written English and strong professional communication skills. Comfortable working with digital tools such as email, spreadsheets, and project or productivity platforms. Analytical, detail-focused mindset with a commitment to accuracy. Ability to manage time effectively, prioritise tasks, and work independently in a remote environment. Interest in operations, research, content, customer support, or data-related tasks is a plus (training will be provided). What We Offer Weekly payments through secure, compliant methods and a transparent compensation structure. Opportunities to develop skills in research, content operations, data management, and AI-related workflows. A supportive work environment that values feedback, continuous learning, and long-term growth.",Vietnam
LinkedIn,software engineer,4407292955,Fresher Java Software Engineer [ODH - May 2026],"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam",2026-05-03,https://www.linkedin.com/jobs/view/4407292955,Entry level,Full-time,"Production, Distribution, and Engineering",Software Development and IT Services and IT Consulting,"Java, Angular, Scrum","- We bring deep expertise in product development and quality assurance, Data & AI
- Our mission is to help customers build what s next accelerating innovation, crafting brilliant solutions, and creating real
- year student or recent graduate with a Bachelor's degree in Information Technology, Computer Science, Software Engineering, or a related field, with less than one (01) year of experience.
- Strong IT background with a GPA of 7+ (Please attach transcripts when submitting your CV).
- Have internship experience in software engineering is a plus.
- learning ability with a proactive, growth
- Ability to work independently and collaborate effectively in a team.","KMS Technology is a strategic engineering company helping businesses turn bold ideas into high-impact solutions faster. Founded in 2009 as a U.S.-based services company, we ve grown into a global organization with locations in the US, Vietnam, Mexico and Poland. KMS is trusted globally for the quality of our engineering and consulting services. We bring deep expertise in product development and quality assurance, Data & AI-native engineering, and delivery excellence to every engagement. Our mission is to help customers build what s next accelerating innovation, crafting brilliant solutions, and creating real-world impact. At KMS, we believe sustainable growth is built on the success of our clients and employees, and in making a lasting contribution to our communities. More about KMS Technology: Website: https://kms-technology.com Linkedin: https://www.linkedin.com/company/kms-technology Job Description This Job Description belongs to and is for the One-Day Hiring event only. KMS One-day Hiring is a fresher recruitment event that offers you an opportunity to interview with KMS and know your employment result within the same day. Selection Process: Apr 20 - May 8: Applications and CV Screening May 15: Online Interview and Offering Your key responsibilities: Participate in all software development activities following Scrum process Design solutions and approaches for software features or subsystems Write high-quality code to implement software features or fix bugs Perform unit testing, documentation and all other activities defined in Definition of Done before passing source code to Testing team Communicate and report internally or directly to client on status or result of work Qualifications Your key qualifications: General requirements: 4th-year student or recent graduate with a Bachelor's degree in Information Technology, Computer Science, Software Engineering, or a related field, with less than one (01) year of experience. Strong IT background with a GPA of 7+ (Please attach transcripts when submitting your CV). Intermediate English proficiency (both written and verbal). Have internship experience in software engineering is a plus. Strong self-learning ability with a proactive, growth-oriented mindset. Excellent analytical and problem-solving skills. Ability to work independently and collaborate effectively in a team. Technical requirements: Strong passion for Java technology and software development Solid understanding of Java and J2EE technologies for building web-based applications Solid knowledge of ReactJS or Angular frameworks for building responsive front-end applications is a plus. Good grasp of object-oriented design principles and design patterns Familiar with academic or internship projects, with a clear understanding of their architecture, implementation, and objectives Nice to have: Experience using AI chat tools (ChatGPT, Claude, Gemini, etc.) for research, debugging, and learning Familiarity with at least one AI coding assistant (",Vietnam
LinkedIn,software engineer,4397797041,Software Engineer,The Value Maximizer,Vietnam,2026-04-06,https://www.linkedin.com/jobs/view/4397797041,Entry level,Full-time,Other,IT Services and IT Consulting,"Python, Java, MySQL, PostgreSQL, AWS, GCP, Azure, Docker, Kubernetes, Git, Agile","- Senior Software Engineer Location: San Francisco, CA Workplace Type: Hybrid About The Role We are seeking a highly skilled and experienced Senior Software Engineer to join our growing engineering team.
- In this role, you will be responsible for designing, developing, and maintaining high
- You will work collaboratively with other engineers, product managers, and designers to deliver innovative and impactful solutions.
- We are looking for someone with a passion for technology, a strong work ethic, and a commitment to excellence.
- The ideal candidate will have a proven track record of success in software development and a deep understanding of software engineering principles.
- Key Responsibilities Design, develop, and maintain high
- quality software applications using various technologies Collaborate with other engineers, product managers, and designers to deliver innovative and impactful solutions Write clean, well","Senior Software Engineer Location: San Francisco, CA Workplace Type: Hybrid About The Role We are seeking a highly skilled and experienced Senior Software Engineer to join our growing engineering team. In this role, you will be responsible for designing, developing, and maintaining high-quality software applications. You will work collaboratively with other engineers, product managers, and designers to deliver innovative and impactful solutions. You will be a key contributor to the technical direction of our projects and will mentor junior engineers. This is a fantastic opportunity to work on challenging and rewarding projects in a dynamic and collaborative environment. We are looking for someone with a passion for technology, a strong work ethic, and a commitment to excellence. The ideal candidate will have a proven track record of success in software development and a deep understanding of software engineering principles. Key Responsibilities Design, develop, and maintain high-quality software applications using various technologies Collaborate with other engineers, product managers, and designers to deliver innovative and impactful solutions Write clean, well-documented, and testable code Participate in code reviews and provide constructive feedback Contribute to the technical direction of our projects Mentor junior engineers and provide guidance on best practices Troubleshoot and debug software applications Participate in agile development processes Stay up-to-date with the latest technologies and trends Contribute to the improvement of our development processes Required Skills & Qualifications Bachelor's degree in Computer Science or a related field 5+ years of experience in software development Proficiency in one or more programming languages such as Java, Python, or C++ Experience with various software development methodologies (Agile, Waterfall) Strong understanding of object-oriented programming principles Experience with relational databases (e.g., MySQL, PostgreSQL) Experience with version control systems (e.g., Git) Excellent problem-solving and analytical skills Excellent communication and teamwork skills Experience with cloud platforms (e.g., AWS, Azure, GCP) is a plus Experience with containerization technologies (e.g., Docker, Kubernetes) is a plus Additional Information We offer a competitive salary and benefits package, including health insurance, paid time off, and a 401(k) plan. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",Vietnam
LinkedIn,software engineer,4389982096,Software Engineer (Fullstack),Global Fashion Group,Ho Chi Minh City Metropolitan Area,2026-04-16,https://www.linkedin.com/jobs/view/4389982096,Entry level,Full-time,"Sales, General Business, and Education","Wireless Services, Telecommunications, and Communications Equipment Manufacturing","Python, Java, TypeScript, PHP, React, Spring Boot, Agile","- GFG s platforms provide seamless and inspiring customer experiences from discovery to delivery, powered by art & science that is infused with unparalleled local knowledge.
- term success and is a crucial enabler of a great Customer Experience.
- We are a mix of experts in fashion, logistics, data analytics, marketing, and design, guided by business consultants and tech geniuses everyone contributes to the success of GFG.
- You will also investigate the latest technologies to improve site reliability, the developer experience and raw performance.
- What Will You Do Work in an agile environment to develop a best
- market experience Write and maintain clean and well
- server architectures A solid foundation in computer science, with strong competency in data structures, and algorithms Proficiency in one high","Global Fashion Group is the leading fashion and lifestyle destination in growth markets across LATAM, SEA and ANZ, listed in the Frankfurt Stock Exchange. From our people to our customers and partners, we exist to empower everyone to express their true selves through fashion. Our three e-commerce platforms: Dafiti, ZALORA and THE ICONIC connect an assortment of international, local and own brands to over 800 million consumers from diverse cultures and lifestyles. GFG s platforms provide seamless and inspiring customer experiences from discovery to delivery, powered by art & science that is infused with unparalleled local knowledge. As part of the Group s vision is to be the #1 online destination for fashion & lifestyle in growth markets, we are committed to doing this responsibly by being people and planet positive across everything we do. At GFG, Technology is core to long-term success and is a crucial enabler of a great Customer Experience. We are a mix of experts in fashion, logistics, data analytics, marketing, and design, guided by business consultants and tech geniuses   everyone contributes to the success of GFG. About The Role In this role as Fullstack Engineer you will be working closely with other people in the teams to provide architectural vision and strategy for GFG s internal tools suite, and you will have the capability to provide detailed technical guidance to the team, enabling them to execute more effectively and deliver products on time. You will also investigate the latest technologies to improve site reliability, the developer experience and raw performance. What Will You Do Work in an agile environment to develop a best-in-market experience Write and maintain clean and well-tested code Work on distributed systems at scale with high traffic workloads Collaborate with other software engineers and stakeholders in your team to build and maintain APIs in our microservices architecture What Will You Bring To The Team BS/MS in Computer Science or related technical discipline 3+ years of experience with high-traffic distributed systems and client-server architectures A solid foundation in computer science, with strong competency in data structures, and algorithms Proficiency in one high-level programming language such as Java, PHP, Golang, Python, etc Familiarity with a testing framework Experience designing and building APIs Experience with distributed systems and client-server architectures Plus: Strong Java and/or ReactJS skills to accelerate delivery and enable full stack collaboration Java: Hands-on with Java 17+, Spring Boot, RESTful APIs, and familiarity with JVM performance profiling/tuning ReactJS: Proficiency with modern React (Hooks), TypeScript, state management, component testing, and fundamentals of performance (memoization, suspense) Life at GFG #1 IT company to work for in Vietnam in 2021 Best practice scaled agile engineering Amazing office and great culture! Massage chairs, table tennis, video game room, quarterly ",Vietnam
LinkedIn,software engineer,4406281889,Software Engineer (C++/Qt),Talent Power Vietnam,"Ho Chi Minh City, Vietnam",2026-04-28,https://www.linkedin.com/jobs/view/4406281889,Entry level,Contract,Engineering and Information Technology,Professional Services,"Linux, Agile","- The Car Multimedia (CM) team develops high
- The software engineer is responsible for developing and validating HMI
- Human Machine Interface (GUI) software, both for development & testing.
- Qualifications Requirements Bachelor's degree in Computer Science, Electronic, Information Technology or equivalent.
- Experience with OOP design, UI/UX, C++ / Qt / QML programming.
- Knowledge in Linux based system.
- Familiar with one of the engineering processes (Waterfall, Agile).","Location: Etown 2   Cong Hoa, Tan Binh HCMC Working hours: Monday to Friday Contract: 12-month contract   maternity cover (2 month probation) YOE: open at least 3+ (Middle/ Senior) Languages: ENG communication Interview Process: 1 round Job Description Client's looking for full-time HMI Engineers working at Ho Chi Minh City, Vietnam. The Car Multimedia (CM) team develops high-quality, state-of-the-art Automotive Head Unit and Home Appliance Linux/Android-based systems. We provide software solutions for navigation, vehicle functions, autonomous driving, camera, and IoT features to the car marker. Our team also contributes to smart home & IoT solutions through SW delivery to Home Appliance products. The software engineer is responsible for developing and validating HMI - Human Machine Interface (GUI) software, both for development & testing. Qualifications Requirements Bachelor's degree in Computer Science, Electronic, Information Technology or equivalent. Experience with OOP design, UI/UX, C++ / Qt / QML programming. Knowledge in Linux based system. Familiar with one of the engineering processes (Waterfall, Agile). Passion for software engineering in the automotive / IoT industry. Different levels of experiences are welcomed (Exp. to Senior). Good English communication skills, be able to interact fluently with worldwide stakeholders. Nice to have Experience with developing HMI and GUI/Graphics framework (CGI, Qt). Experience using graphics API like OpenGL. QML programing experience.",Vietnam
LinkedIn,software engineer,4406110850,"Middle/ Senior Software Engineer (C#, .NET, SQL, Azure)",MiTek Vietnam,Ho Chi Minh City Metropolitan Area,2026-05-04,https://www.linkedin.com/jobs/view/4406110850,Mid-Senior level,Full-time,Information Technology and Engineering,"IT Services and IT Consulting, IT System Testing and Evaluation, and Software Development","JavaScript, TypeScript, React, Angular, SQL, Azure, Agile, Scrum","- stack software engineer to contribute to the design and implementation of a real
- time production management application for truss and wall panel manufacturers.
- The engineer accepting this position will work as part of a Scrum based, Agile software team developing a service
- We are open to different experience levels, but our ideal candidate will have prior experience with object
- oriented programing and experience working with .NET, SQL, and one or both of React and WPF.
- Beyond specific technical expertise, we are looking for candidates with strong troubleshooting skills who can learn quickly.
- An ability to communicate clearly, and engage in humble, candid debate is important.","We are seeking a full-stack software engineer to contribute to the design and implementation of a real-time production management application for truss and wall panel manufacturers. The engineer accepting this position will work as part of a Scrum based, Agile software team developing a service-based .NET application with both web and desktop components. We are open to different experience levels, but our ideal candidate will have prior experience with object-oriented programing and experience working with .NET, SQL, and one or both of React and WPF. Beyond specific technical expertise, we are looking for candidates with strong troubleshooting skills who can learn quickly. An ability to communicate clearly, and engage in humble, candid debate is important. We succeed as a team, and we are looking for someone excited to work with other developers in a collaborative environment. Responsibilities: Design, develop, test, and maintain high-quality software solutions using modern full-stack technologies. Lead technical design and implementation for large or complex features, ensuring scalability, maintainability, and performance. Refactor and modernize existing codebases to improve efficiency and quality. Collaborate cross-functionally with Product Management, QA, and other engineering teams to deliver solutions that meet both business and technical goals. Work effectively in an Agile environment (Scrum or Kanban) to deliver value iteratively and continuously. Communicate and collaborate with global teams and stakeholders across different time zones. Train and mentor junior team members, promoting knowledge sharing and continuous learning. Your Skills and Experience Required Qualifications: Functional knowledge of object-oriented programming Bachelor s degree in Computer Science or related field from an accredited university 3+ years of software design and development using relevant technologies required English proficiency at B2 level or above (or equivalent) is required for effective communication with global teams. Experience in developing Web Applications and Desktop Applications. Ability to dig into large codebases to diagnose, debug, and resolve critical issues Ability to refactor code to fix root causes Knowledge of data structures and strong understanding of object-oriented principles Experience driving designs, mentoring team members, and guiding technical discussions Strong communication skills with the ability to collaborate across teams and influence outcomes Experience with: C# / .NET HTML, CSS, and JavaScript / TypeScript SQL Preferred Qualifications: Experience working in an Agile development environment Understanding of the Software Development Life Cycle (SDLC) and Agile methodologies. Experience with: React WPF Angular Entity Framework Core RESTful API Development MassTransit RabbitMQ or Azure Service Bus Azure DevOps Azure Benefits:   Competitive salary with 13th month bonus, productivity bonus, and annual salary review   Comprehensi",Vietnam
LinkedIn,software engineer,4408636458,Software Engineer,Fujitsu,"Qu n Nam T  Li m, Hanoi, Vietnam",2026-05-04,https://www.linkedin.com/jobs/view/4408636458,Associate,Full-time,Information Technology,IT Services and IT Consulting,"Java, React, Vue, Angular, Spring Boot, SQL, PostgreSQL, MongoDB, Linux, Kafka","- Job Description: The ideal candidate will be responsible for doing offshore projects and development projects for Customers from Design to delivery phase..
- Responsibilities Programming, Database, Operating System skills.
- Full skill in Software Development Project methodology: UI design, program design, documentation, coding, testing, bug fixing.
- Documentation / Reporting skills.
- Experience working with Java is required (at least 4 years and current is working with Java) Proficient in using Java web frameworks such as Spring MVC, Spring Boot or Hibernate.
- Strong knowledge of HTML, CSS andJavaScript.
- Proficient in using one of the FE frameworks (Vue, React, Angular ) to develop interactive user interfaces.","Job Description: The ideal candidate will be responsible for doing offshore projects and development projects for Customers from Design to delivery phase.. Responsibilities Programming, Database, Operating System skills. Full skill in Software Development Project methodology: UI design, program design, documentation, coding, testing, bug fixing. Documentation / Reporting skills. Qualifications Education level: at least University level graduated. Experience working with Java is required (at least 4 years and current is working with Java) Proficient in using Java web frameworks such as Spring MVC, Spring Boot or Hibernate. Strong knowledge of HTML, CSS andJavaScript. Proficient in using one of the FE frameworks (Vue, React, Angular ) to develop interactive user interfaces. Experience working with message queue systems (ActiveMQ, Kafka...) to process queued messages. Experience working with relational database management systems RDBMS (SQL server, PostgreSQL) and NoSQL(Cassandra, MongoDB.) Have knowledge and experience with Linux. Desired personal qualities: Good teamwork and good communication with team, New technical update Progress management skill, documentation skill and review skill are required. Self-awareness and confidence Sense of responsibility, result-oriented and deadline commitment. Ready for Short time Onsite Support /Over sea biz trip if company request. Minimum JLPT N3 level required",Vietnam
