job_id,source,country,url,job_title,parsed_title,company,location,posted_date,seniority,min_years_exp,employment_type,remote_status,salary_min_annual,salary_max_annual,hard_skills,soft_skills,education,job_category
4388909050,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4388909050,"Software Engineer, Google Ads","Software Engineer, Google Ads",Google,Singapore,2026-04-13,junior,1.0,full-time,onsite,,,"C++, Java, Python, GO, data structures, algorithms, back end development, web application development, Unix/Linux environments, mobile application development, distributed and parallel systems, networking, security software development, full stack development, JavaScript, TypeScript, HTML, CSS, ML, information retrieval, distributed computing, large-scale system design, data storage, artificial intelligence, natural language processing, UI design, software development lifecycle, testing, deployment","versatility, leadership, enthusiasm, problem-solving",bachelor,software-eng
4408396435,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4408396435,Graduate software engineer,Graduate software engineer,Meetup,"Singapore, Singapore",2026-05-04,junior,,full-time,onsite,,,"system design, AI, microservices, gRPC, REST, Kubernetes, Docker, Python, Rust, testing, documentation","ownership, collaboration, reasoning ability, problem-solving, critical thinking, drive",unknown,software-eng
4408395470,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4408395470,Graduate software engineer,Graduate software engineer,Evernote,"Singapore, Singapore",2026-05-04,junior,,full-time,onsite,,,"system design, AI, microservices, gRPC, REST, Kubernetes, Docker, Python, Rust, testing, documentation","ownership, collaboration, reasoning ability, problem-solving, critical thinking, drive",unknown,software-eng
4404002266,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4404002266,Software Engineer,Software Engineer,YouTrip,"Singapore, Singapore",2026-04-19,mid,4.0,full-time,onsite,,,"Golang, backend development, APIs, software development lifecycle, testing, deployment, maintenance, object-oriented programming, functional programming, software design patterns, distributed systems, microservices architecture, Docker, Kubernetes, unit testing, integration testing, end-to-end testing, code reviews, technical documentation, monitoring, performance optimization","self-driven, collaboration",bachelor,software-eng
4408721223,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4408721223,"Software Engineer, Payments","Software Engineer, Payments",Stripe,"Singapore, Singapore",2026-04-30,mid,3.0,full-time,onsite,,,"APIs, system design, technical architecture","problem-solving, collaboration, empathy, communication, learning mindset",bachelor,software-eng
4403983551,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4403983551,"Software Engineer, Google Pay, Commerce","Software Engineer, Google Pay, Commerce",Google,Singapore,2026-04-21,junior,2.0,full-time,onsite,,,"Java, Python, Golang, C++, JavaScript, TypeScript, HTML, CSS, full-stack development, mobile app development, front-end, client development, information retrieval, distributed computing, large-scale system design, networking, data storage, security, artificial intelligence, natural language processing, UI design, Flutter, Dart, Android, iOS, documentation, debugging","versatility, leadership, enthusiasm, collaboration",bachelor,software-eng
4360083767,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4360083767,"Software Engineer, Apple Online Store","Software Engineer, Apple Online Store",Apple,"Singapore, Singapore",2026-04-28,mid,,full-time,onsite,,,"Java, object oriented concepts, NoSQL, relational database, RESTful APIs, Git, Maven, Gradle, CI/CD, enterprise architecture patterns, high availability, load balancing, replication, AWS, Microservices, Containerization, Kubernetes, Clean Code principles, Test Driven Development (TDD), Agile, DevOps, refactoring, full development life cycle","team player, forward thinking mindset, collaboration, communication",bachelor,software-eng
4408601380,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4408601380,Graduate software engineer,Graduate software engineer,WeTransfer,"Singapore, Singapore",2026-05-04,junior,,full-time,onsite,,,"system design, AI, microservices, gRPC, REST, Kubernetes, Docker, Python, Rust, testing, documentation","ownership, collaboration, reasoning ability, problem-solving, critical thinking, drive, ambition, initiative, tenacity",unknown,software-eng
4400793305,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4400793305,"Software Engineer, Mobile","Software Engineer, Mobile",Google,Singapore,2026-04-14,junior,2.0,full-time,onsite,,,"mobile applications development, server-side API design, API integration, full-stack development, full software development lifecycle, AI, testing methodologies, information retrieval, distributed computing, large-scale system design, networking, data storage, security, artificial intelligence, natural language processing, UI design","collaboration, versatility, leadership, enthusiasm, user-focused",bachelor,software-eng
4409579287,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4409579287,Software Engineer - A26102,Software Engineer,Activate Interactive,"Singapore, Singapore",2026-05-02,senior,3.0,contract,onsite,,,"cloud platforms, DevOps, Automation, Full Stack Development, Frontend, React.js, TypeScript, Backend, API development, NodeJS, Python, CI/CD, GitLab, Terraform",collaboration,unknown,software-eng
4391578490,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4391578490,Software Engineer,Software Engineer,Ascendion,"Singapore, Singapore",2026-04-23,mid,2.0,full-time,unknown,,,"troubleshooting, bug fixing, configuration management, performance monitoring, Node.js, React, Kafka, Keycloak, MQTT, microservices, Docker, Kubernetes, Podman, MongoDB, IBM MQ","problem-solving, collaboration, communication, autonomy, teamwork",bachelor,software-eng
4403339483,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4403339483,WeChat - Software Engineer - Infrastructure,Software Engineer - Infrastructure,Tencent,"Singapore, Singapore",2026-04-20,unknown,,full-time,unknown,,,"backend development, DevOps, automation frameworks, Go, C++, CI/CD, deployment automation, release engineering, disaster recovery, fault tolerance, FaaS, observability, monitoring, Linux, networking, distributed systems, Kubernetes, Docker, cloud infrastructure, infrastructure automation","problem-solving, collaboration",bachelor,infrastructure
4402182997,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4402182997,Fullstack Software Engineer - Commerce/Partner Success (100% Remote - Singapore),Fullstack Software Engineer - Commerce/Partner Success,Hopper,Singapore,2026-04-16,senior,,full-time,remote,,,"full-stack development, system design, API design, LLMs, AI, gRPC, REST APIs, microservices, React, TypeScript, web applications, Scala, distributed systems, functional programming, GCP, cloud-native practices","collaboration, autonomy, problem-solving, adaptability, commercial mindset",unknown,software-eng
4398778217,LinkedIn,Singapore,https://www.linkedin.com/jobs/view/4398778217,Software Engineer,Software Engineer,Newtone consulting,"Singapore, Singapore",2026-05-04,mid,3.0,full-time,unknown,,,"web applications, mobile applications, containerization, Agile, Scrum, CI/CD, security, third-party integrations, Java EE, IBM WebSphere, Docker, Podman, Kubernetes, OpenShift, Solace, IBM MQ, Oracle DB, SQL, JDBC, REST APIs, WebSocket, SSO, SDLC, performance testing, JMeter, container security, application security, Flutter, Dart, Node.js","collaboration, communication, problem-solving",unknown,software-eng
